TIME,Main(mA),Main Voltage(V),TEMP,POWER,MEM,AICORE,AICPU,CTRLCPU,MEM_BDWIDTH,INDEX,SUCCESS
1688665272,684.0570779022415,11.960846938775507,43.0,8.0,37.0,0.0,0.0,47.0,3.0,51.0,1.0
1688665273,672.3709395192387,11.960100000000002,43.0,8.0,36.0,0.0,0.0,40.0,1.0,51.0,1.0
1688665274,695.0684910064235,11.959989999999998,43.0,8.0,36.0,0.0,0.0,47.0,0.0,52.0,1.0
1688665275,719.104832290682,11.959132352941175,43.0,8.0,37.5,0.0,0.0,50.0,0.5,52.0,1.0
1688665276,677.5427520513468,11.959510204081631,43.0,8.0,39.0,0.0,0.0,53.0,1.0,52.0,1.0
1688665277,691.8716963257987,11.959595,43.0,8.0,36.0,0.0,1.0,35.0,1.0,53.0,1.0
1688665278,704.0883634333592,11.960020000000002,43.0,8.0,37.0,0.0,0.0,49.0,1.0,53.0,1.0
1688665279,675.9597956909302,11.960132653061224,43.0,8.0,36.0,0.0,0.0,40.0,1.0,53.0,1.0
1688665280,696.2954267904532,11.959843137254902,43.0,8.0,36.0,0.0,0.0,49.0,1.0,54.0,1.0
1688665281,684.652658727637,11.960545000000002,43.0,8.0,37.0,0.0,0.0,50.0,2.0,54.0,1.0
1688665282,679.2092145578887,11.959785714285715,43.0,8.0,38.0,0.0,0.0,51.0,3.0,54.0,1.0
1688665283,685.6469033693668,11.96076,43.0,8.0,36.0,1.0,1.0,36.0,2.0,55.0,1.0
1688665284,714.1965052701756,11.95944607843137,43.0,8.0,37.0,1.0,0.0,47.0,0.0,55.0,1.0
1688665285,677.5291793824882,11.960015000000004,43.0,8.0,36.0,1.0,0.0,40.0,4.0,55.0,1.0
1688665286,690.3718151496222,11.960285714285712,43.0,8.0,36.0,0.0,0.0,51.0,0.0,56.0,1.0
1688665287,684.4554708650013,11.96053,43.0,8.0,37.0,0.0,0.0,50.5,1.0,56.0,1.0
1688665288,681.5519762014959,11.959675000000004,43.0,8.0,38.0,0.0,0.0,50.0,2.0,56.0,1.0
1688665289,686.7344223982407,11.959695000000002,43.0,8.0,36.0,0.0,1.0,38.0,0.0,57.0,1.0
1688665290,693.1650154681479,11.96009,43.0,8.0,36.0,0.0,0.0,46.0,0.0,57.0,1.0
1688665291,679.7612497187364,11.959430000000005,43.0,8.0,39.0,0.0,0.0,42.0,3.0,57.0,1.0
1688665292,685.739048767685,11.959846938775511,43.0,8.0,36.0,0.0,0.0,47.0,1.0,57.0,1.0
1688665293,688.0161982161476,11.960784313725489,43.0,8.0,36.5,0.0,0.0,42.0,1.5,58.0,1.0
1688665294,681.5075905146518,11.960255000000002,43.0,8.0,37.0,0.0,0.0,37.0,2.0,58.0,1.0
1688665295,688.3280113684056,11.959086734693877,43.0,8.0,36.0,0.0,1.0,39.0,0.0,58.0,1.0
1688665296,690.7726797208273,11.960670000000002,43.0,8.0,36.0,0.0,0.0,43.0,0.0,59.0,1.0
1688665297,682.7699208785407,11.959985294117647,43.0,8.0,39.0,0.0,0.0,45.0,3.0,59.0,1.0
1688665298,690.3061756808434,11.959316326530612,43.0,8.0,36.0,0.0,0.0,45.0,2.0,59.0,1.0
1688665299,689.6541143321853,11.96004,43.0,8.0,37.0,0.0,0.0,42.0,0.0,60.0,1.0
1688665300,687.3912421946646,11.960494999999996,43.0,8.0,36.5,0.0,0.5,42.0,1.0,60.0,1.0
1688665301,695.8312233504579,11.96057142857143,43.0,8.0,36.0,0.0,1.0,42.0,2.0,60.0,1.0
1688665302,714.1501429475445,11.959892156862749,43.0,8.0,36.0,0.0,0.0,43.0,0.0,61.0,1.0
1688665303,734.5584524879466,11.958075,43.0,8.0,38.0,0.0,0.0,43.0,4.0,61.0,1.0
1688665304,676.782350067123,11.959954081632652,43.0,8.0,36.0,0.0,0.0,45.0,4.0,61.0,1.0
1688665305,696.959225115012,11.959431372549018,43.0,8.0,36.0,0.0,1.0,41.0,1.0,62.0,1.0
1688665306,683.6318801636136,11.960255,43.0,8.0,37.5,0.0,0.5,44.0,1.5,62.0,1.0
1688665307,694.7027612895819,11.959935,43.0,8.0,39.0,0.0,0.0,47.0,2.0,62.0,1.0
1688665308,710.3337117135491,11.959683673469389,44.0,8.0,36.0,0.0,0.0,45.0,1.0,63.0,1.0
1688665309,714.9478912313148,11.95949,43.0,8.0,37.0,0.0,0.0,45.0,2.0,63.0,1.0
1688665310,691.4157585406444,11.959607843137258,44.0,8.0,36.0,0.0,0.0,34.0,0.0,63.0,1.0
1688665311,693.1587377272456,11.959979591836737,43.7,8.0,37.0,0.0,0.0,39.0,1.7,64.0,1.0
1688665312,690.3088862527045,11.961390000000002,43.3,8.0,38.0,0.0,0.0,44.0,3.3,64.0,1.0
